surname,speaker,previous_surname,previous_speaker,speech
"sanchez","Ms. Sanchez","sanchez","Ms. Sanchez","    So you feel comfortable having it be 47A of \nthe Uniform Code system, but at the same time having the \nuniformed judge in a Federal court system doing this?\n    General Black. Yes, ma'am, I am.\n    Mr. Saxton. The gentlelady's time has expired.\n    Ms. Tauscher."
"tauscher","Ms. Tauscher","sanchez","Ms. Sanchez","    Thank you, Mr. Chairman. Thank you, General \nand Admirals. I have to tell you that as much as I listen to \nthis, both sitting here and in my office--I am not a lawyer, \nbut I have watched Law and Order for as long as it has been on \nTV so I consider myself to have a law degree by TV. I think \nmany Americans do. And I think that what many of us consider to \nbe one of the keystones of being in our system and being, \nfrankly, the envy of the world when it comes to our ability to \ndeal with justice in this country are three simple things: \nfairness, swiftness, and certainty. And up until now, as we \napproach the fifth anniversary of September 11th, we have been \nnone of those. We certainly haven't been swift, we haven't been \ncertain, and the fairness issue I think is something we are \ntrying to work on now.\n    What troubles me is the environment that this is all coming \ndown on, and none of you play in the dangerous game that we \nplay on this side. You play on a dangerous game in the \nmilitary. We play on one called politics. This is now being \nfoisted on us and, Mr. Bradbury, I am--I am impressed by what \nyou said. You worked with people--I think you actually said \nsomething like both sides of the aisle--but I can promise you, \nyou didn't work with any House Democrats on this.\n    And as as we sit here, we are now finding out what the \nAdministration's plan is, and I guess we are being told that \nthis has got to be done swiftly, and there has been no justice \nfor the 9/11 families in the four-plus years since September \n11th, but we have got to do this right now. And believe me, I \nstand second to no one in wanting to get these bad guys. I \nstand second to no one in wanting to be sure that we can \nexcrete from them in all possible manners, in things other than \nwe all know is wrong, the information we need to protect \nourselves, the person, people, and our allies.\n    But it is deeply troubling to me that in a very political \nenvironment this thing gets dropped on our heads and we are \ntold we have got to take it or leave it. And believe me, that \nis what is going to happen. This is not going to be the kind of \nprocess that we should have a deliberative process. Yesterday \nat eight o'clock I was at a briefing with some of your \ncolleagues on the new amendments to the Army Field Manual. Took \n18 months. We expected to have it last February. We weren't \neven told on February 28th that it wasn't coming. But there are \nlots of real good excuses why we didn't get it until yesterday. \nBut it took 18 months. But we are meant to do this in five \nlegislative days.\n    So I don't really have a question. What I really have is a \nsense of frustration. We have already gotten it wrong once \ndoing it just this way. And I will tell you that I have got \nlots of problems with the President's proposal. That doesn't \nmean I am weak. It doesn't mean that I am an appeaser. It just \nmeans I am trying to do it right. I would like to be able to \nreally believe that if we found Osama bin Laden we could \nactually prosecute him and get justice for the American people. \nI am not sure we can under the circumstances that we have now.\n    I applaud all of you for your hard work. I know that you \nare trying to do the best you can. We are, too, on this side. I \nam not sure we are winning. I yield back.\n    Mr. Saxton. I thank the gentlelady.\n    Mr. Bradbury, did you meet with Mr. Skelton? Did you have a \nmeeting with them on this subject?\n    Mr. Bradbury. Yes, sir.\n    Mr. Saxton. Thank you. Susan Davis.\n    Ms. Davis of California. Thank you."
"tauscher","Ms. Tauscher","tauscher","Ms. Tauscher","    Mr. Chairman, can I make a point? We never \nsaw the proposal until last night, even though he might have \nmet with Mr. Skelton.\n    Mr. Bradbury. I did show draft legislation to Mr. Skelton.\n    Mr. Saxton. It is Mrs. Davis' time.\n    Ms. Davis of California. Thank you, Mr. Chairman. Can I \nfollow up on that for a second, because I know you all have had \ninput, and perhaps you would be willing to share that process \nwith us and how much input you actually had. But we could go \ndown the line. When did you all see the final language of this? \nCould you share that with us? Mr. Bradbury, I assume you saw \nit. When was it complete, I guess?\n    Admiral MacDonald. We were given it last Friday. Actually, \nI am sorry, a week ago Wednesday we received what was the final \ndraft to take a look at. The proposal that you received, we did \nnot receive until day before last.\n    Now I think also, Congresswoman, you asked about our \ninvolvement in the process. I would say that we had a very \nrobust discussion with Department of Justice beginning in late \nJuly, which included setting up a working group between DOD and \nDOJ that met over about three or four days, working on going \nback and forth with different proposals and adding language.\n    So what you see reflected here in this package, there was a \nlot of language that DOJ took from the military departments in \nputting this together. They didn't take all of our suggestions, \nbut that is the interagency process at work. They are not \nrequired to take all of our suggestions.\n    Ms. Davis of California. Right. I understand. Is there any \ndifference among the rest of you in terms of when you saw the \nmaterial, basically?\n    General Dunlap. No, ma'am. I saw the material exactly as \nAdmiral MacDonald has testified. I would, just to make it \nclear, there were some meetings at the end of July and in the \nbeginning of August. But to my knowledge, there have not been \ndiscussions since the beginning of August to a few days ago. I \nwill say that many of our suggestions were incorporated. Not \nall of them. And as you have heard before, I have at least one \nvery serious reservation about the proposal.\n    Ms. Davis of California. Thank you. I appreciate that.\n    Just in the interest of time I am just going to go on, \nbecause I think the two areas that you have all identified \ndealing with classified information and also with coerced \ntestimony, what do you see, what implications do you feel exist \nif in fact those concerns which you have addressed--and I \nunderstand that some of your concerns have been incorporated--\nbut what are the implications of that to you? It sounds to me \nlike those are very serious and you would want us to certainly \ntake that under advisement.\n    Admiral MacDonald. Yes, ma'am. I go back to the reciprocity \nissue that we raised earlier, that I would be very concerned \nabout other nations looking in on the United States and making \na determination that if it is good enough for the United States \nit is good enough for us, and perhaps doing a lot of damage and \nharm internationally, if one of our servicemen or women were \ntaken and held as a detainee. I think that the reciprocity \nissue really gets to the heart of it.\n    Colonel Reed. I think there is another part of the \nlegislation that goes to the reciprocity issue. And, again, \nunderstand that the legislation as proposed applies to unlawful \ncombatants, basically terrorists.\n    There is a section in the legislation that is critical, \nthat says for the folks who follow the law of war--the lawful \ncombatant, our men and women in our Armed Forces and the other \nmen and women in other armed forces of other countries--that \nthey will not be subject to this legislation, that they would \nin fact be tried under the UCMJ. That is a critical point, \nbecause if the argument is going to be made that we need to be \ntreated as we would treat others, we are going to treat lawful \ncombatants under the processes and procedures of the UCMJ.\n    General Dunlap. I slightly differ from my colleague there. \nI think the reciprocity issue is very important because, even \ntaking that argument at face value, there are other American \ncitizens in other government agencies, and whoever might be \nsubject to this kind of procedure--and I don't believe \npersonally that it meets Common Article 3 standards--to have a \ntrial where someone can be executed, where they don't get to \nsee the evidence that is presented against them before the \ntrier of fact. We can have procedures with the judges to \ndetermine what the summary is and so forth and what gets to go. \nBut once it goes to the trier of fact, in my personal judgment, \nit must be available to the accused so that he or she can rebut \nit.\n    Ms. Davis of California. Thank you. My time is up, Mr. \nChairman. I was going to follow up with a quick question about \nthe response of the Supreme Court to that; if you think that \nwould be an overriding concern as well which has been \nidentified in the Hamdan decision; is that correct?\n    General Dunlap. Yes, ma'am. I think it would be very \nproblematic.\n    Ms. Davis of California. Which could delay justice in many \ninstances.\n    Mr. Saxton. Thank you. Mr. Larsen."
"larsen","Mr. Larsen","tauscher","Ms. Tauscher","    Thank you, Mr. Chairman. It seems to me if we \nwould listen to the JAGs, not in July of 2006 but perhaps in \nJanuary of 2002, we would not be sitting here today. And you \ntalked about your involvement in the process in putting this \nlegislation together. Again, it seems to me that the reason we \nare here today is because of the lack of involvement or the \nlack of listening by this Administration from military judge \nadvocates back when they were first putting together this \nmilitary commission, and as a result we have had no trials, \ncommission trials, for terrorists. We have had no convictions, \nand we have had no justice for Americans. And we have been \nwaiting five years for this. And frankly the American people \nshould be very tired of waiting for this. And then the \nPresident says the time is now but.\n    Mr. Bradbury testified earlier that there is no guarantee \nthat these 14 guys they rolled out yesterday are going to be \nprosecuted under the system anyway. And so it seems to me that \nwe ought to try to get this thing right so that we do prosecute \nthese folks.\n    There is a level of justice for Americans. I don't really--\nI don't really care about the lives of these terrorists. I care \nabout some justice for the Americans who have been victims of \nthese terrorists. But then we hear that they may not be \nprosecuted anyway under the system that--under some bill that \nwe pass. We need to get something passed. We have been waiting \nlong enough, and I hope we don't get bogged down in some, you \nknow, bickering by the Administration over the reciprocity \nissue of classified evidence or coerced testimony.\n    It seems to me that there are definite concerns from \nuniformed judge advocates that if those issues are not \naddressed adequately, it may not pass muster again with the \nSupreme Court. Admiral MacDonald, would you say that is an \naccurate statement?\n    Admiral MacDonald. Sir, given the Hamdan decision and that \nwe had four justices who came down and said that excluding an \naccused from trial when evidence is presented against him, four \nof them said that they would have real difficulty with that. \nJustice Kennedy who would be the fifth, and who would give them \na majority, said that he would be concerned. He would view \nexcluding an accused detainee from the trial with concern. And \nafter the fact on appeal if it--if it prevented the accused \nfrom getting a full and fair trial, he indicated in his opinion \nthat he would--he would reverse. So I think the law is \nunsettled on this point, but you can draw your conclusions from \nwhere the justices came down on that point in the Hamdan \ndecision. And they tied it directly to Common Article 3."
"larsen","Mr. Larsen","larsen","Mr. Larsen","    Would you agree with that assessment?\n    General Dunlap. I agree it would be very problematic before \nthe Supreme Court. I don't think the Supreme Court, for \nexample, would ever affirm a decision to execute an individual \nwho was tried--the trier of fact relied upon evidence that the \naccused never saw and never had a chance to defend himself \nagainst."
"larsen","Mr. Larsen","larsen","Mr. Larsen","    General Walker, is this your opinion about the \nSupreme Court?\n    General Walker. I would really concur with that based on \nthe findings or the writings of the specific justices in the \nHamdan decision that it would be problematic where they would \napprove a procedure where the accused did not have access to \nthe evidence against him."
"larsen","Mr. Larsen","larsen","Mr. Larsen","    General Black.\n    General Black. I agree with General MacDonald's assessment."
"larsen","Mr. Larsen","larsen","Mr. Larsen","    Seems to me we ought to get that part resolved \nif that ever gets back. We wouldn't have a bunch of cases \nthrown out again because the Administration didn't do the right \nthing the second time, much less the first time.\n    I want to make a point about the findings as well.\n    You all--it is out of your lane, I appreciate that. You \ndon't have to make amends. I will make a comment. Finding \nnumber three, as an example: on page three it says the \nPresident's authority to convene the military commissions \narises from the Constitution's investing in the President the \nexecutive power and the power of the Commander of Chief of the \nArmed Forces. I hope we don't pass that finding. The Supreme \nCourt of the United States decision contradicts that finding \ndirectly. It says no, you have to come to Congress to get \napproval of this kind of commission. We have to put our stamp \non it, whether it is this proposal or something closer to the \nUMJC minus provisions. The Administration lost at the Supreme \nCourt. And as a result, the American people are left in limbo \non the prosecution and conviction of these terrorists.\n    So, just as an example of the findings that are just \ntotally out of whack with it and inconsistent with the Supreme \nCourt, we have to, you know--we need to take a full vetting of \nthe findings in this. Mainly just focus, probably, on what we \nneed to do, a process in place to get prosecutions and \nconvictions of these--of these terrorists.\n    Mr. Bradbury. Well, Congressman, I will say, obviously, \nfindings in legislation are the business of Congress. We are \noffering these up as proposed findings. I don't think that one \nis out of whack. I would say this is an area where, very \nclearly under the Constitution, the branches share substantial \nresponsibility and power, because Congress does have the \nexpress authority under Article I, section 8, to define and \npunish violations of the law of nations."
"larsen","Mr. Larsen","larsen","Mr. Larsen","    But you have been using the authority to use \nmilitary force and you account for any and all justifications. \nWe pass something like this, who knows what you would use this \nfor in the future or this Administration or the next one or the \nnext one beyond that. We have to be very careful it isn't \nproven over the last five years. The Congress has to be very \ncareful how it crafts legislation, in providing legislation, in \nproviding authority to an administration, whoever it is, \nbecause of how they might use it in the future.\n    Mr. Saxton. Thank you, Mr. Larsen.\n    Mr. Bradbury and Colonel Reed, Mr. Larsen instigated a \ngreat conversation on the attitude of the Supreme Court. Would \nyou two gentlemen comment?\n    Mr. Bradbury. Well, I will say that it is the case that \nJustice Stevens and the four members of the plurality opinion \nlooked to just glance at the idea that classified evidence may \nbe used outside the--considered by a commission outside of the \npresence of the accused. I think Justice Kennedy reserved \njudgment on that point, did express some concern but said he \nwould wait to see how it is applied and how it unfolds in a \nparticular case and on appeal.\n    Again, we are suggesting that--like Justice Kennedy, we \nwould suggest that Congress not prejudge that issue and \nforeclose that possibility, because the circumstances of the \nparticular prosecution may necessitate it. And a military judge \nmay be able to do it under all of the protections and \nsafeguards we have put in, which have been--a lot of \nprotections and procedural requirements and hurdles have been \nadded to this legislation over the course of our very \nproductive discussions with the JAGS, not fully to the \nsatisfaction of the JAGs, obviously, but a lot of additional \nprocedural safeguards have been put in place. We think those go \na long way toward protecting the fairness of the trial in these \ncircumstances, and we would just ask that that door not be \nclosed on that possibility because it could be very important \nand serve for prosecutions.\n    Mr. Saxton. Thank you. Colonel.\n    Colonel Reed. I would agree with Mr. Bradbury. I have full \nfaith and confidence in our military judges that are certified \nunder article 26 to be able to look at these issues, to be able \nto use the parameters that are provided for in the legislation \nand come to a full and fair decision in terms of particular \nevidence.\n    I think that often if you paint a particular fact pattern \nwhere the sole evidence of an accused's guilt maybe a \nclassified piece of evidence they never see, you may very well \nend up in the result that Colonel Dunlap said. But I think the \njudge ought to be allowed the opportunity to make that call; \nand I am confident that the procedures here, at least from my \nperspective, offer a full and fair ability to get to that \nresult.\n    Mr. Saxton. Mr. Larsen's time has expired.\n    Mr. Butterfield."
"butterfield","Mr. Butterfield","larsen","Mr. Larsen","    Thank you very much, Mr. Chairman.\n    Let me join my colleagues in thanking each and every one of \nyou for your testimony here today. While I have not heard all \nof the questions and answers throughout the day, I did hear \nyour opening statements and thank you very much for your \ntestimony.\n    Let me talk with Mr. Bradbury for just a second. And I \nrealize that I am probably the last member to address you, and \nI may be standing between you and some food, and so I will try \nto be as brief as I can, but let me get back if I can, Mr. \nBradbury, to the reciprocity issue. Did you speak to \nreciprocity at any time during the day? I know some of the \ngenerals did, but would the Administration find these \nprocedures that you put forward to be acceptable to one of our \nmembers if they were being tried by a foreign government?\n    Mr. Bradbury. I think probably not, and I think that--I \nwould say, we think that the procedures are fair and that they \ncomply with Common Article 3. When you are talking about your \nown troops, you would like to see as many procedural safeguards \nas possible. Reciprocity is a legitimate concern and one that \nmerits a lot of attention and----"
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    If Lieutenant John Smith was captured on \nthe battlefield by another government and put on trial, we \nwould not want these same rules to apply. Is that the \nAdministration's position?\n    Mr. Bradbury. We think these procedures are fair, but we \nwould like to see for him, under the Geneva Conventions, he is \nentitled to the same kind of procedures that that nation would \napply to its own armed forces. So just as we use courts-martial \nfor our own troops, we would like to see those troops tried by \ncourt-martial-like procedures with all those protections if \ncaptured by a foreign nation."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    I am sorry. Go ahead.\n    Mr. Bradbury. That aspiration and that international \nstandard does not mean that these procedures are unfair or \ninadequate."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    I have not had a chance to review this, \nand I am anxious to read the detail of your proposal, but do \nyou suspect that you will build a good support base of the body \nwith this bill? Do you think the Senate is going to support \nthis? Do you have any indications at this point?\n    Mr. Bradbury. Well, I think some senators have indicated \nsupport for it. I think that there is generally very broad \nsupport for--just as I think you have seen from this panel \ntoday--95 percent of what is in this legislation. I think the \none or two issues that everybody is going to focus on in both \nHouses of Congress are the issues that have been the focus of \nmuch of this hearing."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Tell me if I am right or wrong on this, \nMr. Bradbury. Under the President's authority as he perceives \nit, a suspected terrorist can be held indefinitely, even though \nhe may be acquitted of a war crime. Is that the \nAdministration's position? If we put someone on trial, they are \nfound not guilty, are we obligated to release them to their \nhome country?\n    Mr. Bradbury. If the person has been determined to be an \nenemy combatant, lawfully detained in this--under the laws of \nwar, under those laws of war we can detain that enemy combatant \nfor the duration of the hostilities."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Even though they are acquitted?\n    Mr. Bradbury. Even though they are acquitted for a \nprosecution of a particular war crime they may have been \nalleged to have engaged in. This procedure is a separate \nprocedure from that that allows the United States to hold enemy \ncombatants. This is a procedure for the trial and punishment of \nenemy combatants for war crimes that they may have committed. \nThat is separate from our right under the laws of war to hold \nthem as be an enemy combatant."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    I have in my hand, Mr. Bradbury, what \nappears to be 14 charges of conspiracy for the 14 individuals \nwho were being transferred to Guantanamo Bay; and it appears \nthat the charge is conspiracy. Wasn't conspiracy specifically \nexcluded by the Supreme Court in Hamdan?\n    Mr. Bradbury. Excuse me. No, Congressman. Justice Stevens \nand the four members of the Court in a plurality opinion \nconcluded that conspiracy was not a substantive offense that \ncould be separately charged under the laws of war, but that was \nnot part of the majority decision for the Court that Justice \nKennedy joined in. Justice Kennedy declined to reach that \nissue, and it is our view that conspiracy is something that has \nbeen recognized previously as an offense under the laws of war \nand something that Congress would be within its right to \nrecognize in this legislation."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Finally, let me ask you, Mr. Bradbury, \naren't there currently courts-martial cases against our own \nmilitary personnel for crimes that have been committed in the \ntheater of operations?\n    Mr. Bradbury. Yes, I believe that is right; and the JAGs \ncan certainly speak to that."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Tell me--and how are the witnesses being \ngathered in those cases? And how is the evidence being handled?\n    Mr. Bradbury. Congressman, I will defer on that question to \nthe experts who know better than I to my left.\n    General Black. Yes, sir. We are indeed trying cases both in \nIraq and in Afghanistan and back here at home. We have brought \ntroops and units back. We gather the evidence and the witnesses \njust as we do in any other criminal prosecution."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Do you find it problematic?\n    General Black. It is difficult, sir, yes. At times when you \nare on a battlefield, it is difficult to find the witnesses on \noccasion."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    But we are doing it?\n    General Black. We are doing it. Yes, sir."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Well, again, thank each one of you for \nyour testimony.\n    Mr. Bradbury. Thank you, Congressman. Appreciate it."
"butterfield","Mr. Butterfield","butterfield","Mr. Butterfield","    Yield back, Mr. Chairman.\n    Mr. Saxton. Thank you very much.\n    Mr. Buyer, thank you very much for your patience. It is, \nafter three and a half hours, your turn.\n    Mr. Buyer. Thank you, Mr. Saxton. It has been six years \nsince I sat beside you.\n    I want to thank you gentlemen for being here. I am going to \nask some questions about process, and then we will go to \nsubstance.\n    So, on process, I would--I am trying to get a better \npicture here on the participation of the JAGs in the process. \nSo, as I understand it, you were convened to be participating \nin a working group in July. Is that correct?\n    Admiral MacDonald. Yes, sir.\n    Mr. Buyer. And that lasted four or five days?\n    Admiral MacDonald. Yes, sir.\n    Mr. Buyer. And did you have any other contact since July?\n    Admiral MacDonald. No. But when we got the final package, \nwe reviewed it, and it hadn't changed substantively from the \nproposal that we received after the working group met.\n    Mr. Buyer. So as--speaking to the JAGs now, as you look at \nwhat is before us, the bill, and as you flip through the bill, \nyou could do what we do here in Congress. All of a sudden you \nrecognize your words, you recognize your provisions. When you \ngo through this, how much of this are your words and your \nprovisions? If I asked you to pull out a highlighter and \nhighlight what are your provisions in your words, could you do \nthat? Or would that be difficult to do?\n    Admiral MacDonald. I think we could do a decent job of \ndoing that. For example,----\n    Mr. Buyer. Let's just cut to the chase. Is this your work \nproduct? Or is this Department of Justice work product?\n    Admiral MacDonald. I think it is a combined work product.\n    Mr. Buyer. How much combined? Give me a percentage. You \ncan't do it? Or you are hesitant to do it?\n    Admiral MacDonald. No. No. I can talk generally about some \nof the provisions that I have seen, some of our changes.\n    Mr. Buyer. I will tell you what, if I partner with you in \nworking something, I think I know how much is my work product \nand how much is your work product, wouldn't you? You and I must \nhave a different consistency then, because I am going to know.\n    I guess here is what my problem is. I am going to go to Mr. \nLarsen. He complimented all of you. He complimented the JAGs. \nThe JAGs should be included more in the process. I concur. I \nagree. So I am a huge advocate of the JAGs here.\n    So I just want to know, you see, this is going to be called \nmilitary commission. You are about to be used. So if you are \nabout to be used, I want to know how much of the military has \nbeen involved in the process. So please answer my question. How \nmuch of this is military work product?\n    Your silence is killing me.\n    General Dunlap. Congressman, I believe that the draft was \nprepared by the Department of Justice.\n    Mr. Buyer. Okay.\n    General Dunlap. There was input by judge advocates and our \nrepresentatives, our folks, at the end of July. I believe the \nAttorney General came over and spoke with the Judge Advocate \nGenerals. I think that was on the 28th of July.\n    I am informed that the last e-mail exchange was around the \n9th of August, and Admiral MacDonald testified when we got the \nno kidding draft that you have, which was a few days ago, and \nthe draft that I looked at last night was the draft that I knew \nthat you were going to have, because I wanted to be 100 percent \ncertain that I was looking at exactly the same thing that you \nall had. I will say that, in my judgment, many of the concerns \nthat we had were included in the Justice Department draft.\n    I need to say that----\n    Mr. Buyer. In their opening draft? Or the draft subsequent \nto the working group?\n    General Dunlap. Subsequent to the working group, sir.\n    Admiral MacDonald. I would agree with that, the draft \nsubsequent to the working group.\n    Mr. Buyer. All right. What role did the General Counsel in \nDOD and with regard to the services play in this process?\n    Admiral MacDonald. The DOD General Counsel put together the \nDOD portion of the working group that went over to Justice \nDepartment over that three- or four-day period to work with Mr. \nBradbury's attorneys on that, the draft that eventually came \nout of the working group.\n    Mr. Buyer. Okay. Mr. Saxton, can I have some latitude, if I \nmay, please?\n    Colonel Reed----\n    Colonel Reed. Yes, sir.\nclassified evidence, you said, quote, in my opinion, classified \ninformation is okay. Is that your personal opinion or is that \nthe opinion of that reflecting the chairman?\n    Colonel Reed. The chairman and I have discussed it. He is \nas comfortable with the draft written as I am.\n    Mr. Buyer. So when you say ``my opinion,'' is it your \npersonal opinion or does it reflect the opinion of the \nchairman?\n    Colonel Reed. I can only----\n    Mr. Buyer. Are you here to reflect the opinion of the \nchairman?\n    Colonel Reed. No, sir. I am here as his legal counsel. \nObviously, I cannot speak for the chairman. Sir, you will have \nto ask the chairman that question. But in my discussions with \nhim, we have discussed this, we have discussed that particular \nprovision, and in those discussions I believe he is comfortable \nwith that provision.\n    Mr. Buyer. All right. With regard to the habeas corpus \npetitions that are pending presently, if we adopt this process, \nwhat impact does that have on the present pending cases?\n    Mr. Bradbury. It would extinguish the habeas cases and it \nwould limit the review as the Detainee Treatment Act provided \nfor to appeals from Combatant Status Review Tribunal \ndeterminations of enemy combatant status and final judgments of \nthe military commissions. Other than that, all the habeas cases \nwould be extinguished by this legislation.\n    Mr. Buyer. Major General Black, if we were to adopt your \nposition, the position also endorsed by some of the other JAGs, \nwith regard to the sole evidence to convict, defendant cannot \nconfront the evidence that it may violate a fundamental or \nindispensable judicial guarantee; therefore, the case should \nnot proceed. Then if we are not--if we have got an individual \nwe know is one of the conspirators of 9/11, but we have got \nsome particular sole evidence that the Administration believes \nshould--they don't want to show them that evidence, we then \nhold that individual for as long as we are involved in the war \non terror?\n    General Black. Yes, sir.\n    Mr. Buyer. All right. With regard to discovery and \nfollowing the rules of discovery, so the American taxpayers are \ngoing to be paying for all of this discovery by the defense, \nwould they not? The American taxpayers are going to be paying \nfor the defense costs of the September 11 terrorists.\n    General Black. Roger.\n    Mr. Buyer. They are, aren't they? All the JAGs are nodding \ntheir heads in the affirmative.\n    General Dunlap. It is possible that some civilians--of \nfunds to fund the defense, and there are many groups out there \nthat I believe will want to defend----\n    Mr. Buyer. I just want to make sure. You are absolutely \ncorrect. They can hire their civilian counsel. They can do \ntheir own defense. But if they cannot hire or if they do not \nhave the means, the American taxpayers are going to be paying \nfor that defense just like indigent counsel, right?\n    General Dunlap. Yes, sir.\n    Mr. Bradbury. I would say, Congressman, that the military \ndefense counsel are already going to be employees of the \nFederal Government whose salaries are paid. But, yes, you are \nright. We would be providing defense counsel, appointed \nmilitary defense counsel, to these individuals, but we would \nnot be paying for their private counsel.\n    Mr. Buyer. Well, I just want the world to know and \nunderstand, as we are putting together a process that gives \njudicial guarantees, that the American taxpayer is going to be \nproviding not only the counsel but also the discovery process \nhere.\n    With regard to the United Kingdom and Spain, do we know how \nthey are treating these individuals who are also al Qaeda and \ncommitted terror acts against their own people? Mr. Bradbury, \ndo we know what they are doing and how they treat them and the \nstatus by which we give what we call these unlawful combatants?\n    Mr. Bradbury. Well, we do know how they treat criminal \ndefendants who have been taken up under their new terrorism \nlaws, for example, in the U.K. But with respect to those who \nare not charged, that are just held perhaps by intelligence \nservices, I have no personal knowledge of that.\n    Mr. Buyer. All right. The reason I ask that question--and I \nappreciate the latitude of the Chair--is that status is \neverything here. So I agree with the JAGs, and I am not going \nto incorporate my feelings with some of the feelings of my \ncolleagues that are upset here over a delay of time or whether \nvictims of September 11 are finding their justice because I am \njust as shocked at the Supreme Court. I would be in the three \nin the Supreme Court, applying Common Article 3 of the War \nCrimes Act to this.\n    It blows my mind. I mean, I got it wrong at the JAG school. \nI just didn't get that. So now I look at this and go, what \nhappened? How are we going to treat saboteurs now? Or status is \ngoing to be everything now. If we are going to create this \nprocess, that is that access. So now that article 5 hearing is \npretty doggone important on where we go from here and who gets \naccess into this new court of jurisdiction. This is really \ninteresting.\n    Mr. Saxton. Mr. Buyer, unfortunately, some----\n    Mr. Buyer. I understand.\n    Mr. Saxton. The Subcommittee on Intelligence of the \nHomeland Security Committee is waiting for this room and have \nbeen since 1. So under other circumstances----\n    Mr. Buyer. Can I look through my notes real quick?\n    Mr. Saxton. Real quick.\n    Mr. Buyer. All right. Hold on. All right, I think I have \ngot enough for now. I am going to see you afterwards.\n    Mr. Saxton. We thank you for your participation and your \npatience; and if you would be kind enough to make yourself \navailable to this committee as we work through this process, we \nwould appreciate it.\n    Mr. Buyer. Thank you. Look forward to working with the \ngentlemen of the committee.\n    Mr. Saxton. Thank you.\n    I asked a short question earlier today regarding how this \nprocess would treat members of other terrorist organizations \nother than al Qaeda who have engaged in hostilities against the \nUnited States; and I wonder, Mr. Bradbury, if you would perhaps \nput something in writing to us that would help us clarify this \nin our minds.\n    It seems like there are so many--it seems to me as a \nnonlawyer that there are so many sets of circumstances that we \nwill eventually have to make determinations on, prior acts \nprior to the time that we were engaged in hostilities with al \nQaeda, with the bombings in Africa, with the bombing of the \nCole, with the Saudi Arabian activities carried out by al Qaeda \nor other groups, and of course the question of other groups \nsuch as Hezbollah. All of these are separate, different kinds \nof circumstances, and we need to understand----\n    Mr. Bradbury. Yeah.\nand the law that we are going to put together to deal with \nthese types of situations.\n    Mr. Bradbury. Yes.\n    Mr. Saxton. I am not looking to prolong the hearing today \nfurther, but if you could just put something in writing.\n    Mr. Bradbury. I would be happy to do that. The legislation \nis intended to be flexible for future circumstances, and it is \nintended to apply to at-war crimes committed by al Qaeda \nmembers prior to 9/11.\n    Mr. Saxton. Good. And how long do you think it would be \nbefore we might expect to receive something from you on that? \nBecause we need to proceed next week with----\n    Mr. Bradbury. We will try to get you something next week.\n    Mr. Saxton. Thank you.\n    Thank you all for your participation. We appreciate your \npatience and participation as well, and the committee is \nadjourned.\n    Mr. Bradbury. Thank you."
break,break,break,break,break
"","","butterfield","Mr. Butterfield","======================================================================="
break,break,break,break,break
"","","butterfield","Mr. Butterfield","                            A P P E N D I X"
break,break,break,break,break
"","","butterfield","Mr. Butterfield","                           September 7, 2006"
break,break,break,break,break
"","","butterfield","Mr. Butterfield","======================================================================="
break,break,break,break,break
"","","butterfield","Mr. Butterfield","======================================================================="
break,break,break,break,break
"","","butterfield","Mr. Butterfield","                           September 7, 2006"
break,break,break,break,break
"","","butterfield","Mr. Butterfield","======================================================================="
break,break,break,break,break
"","","butterfield","Mr. Butterfield","      "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","    "
break,break,break,break,break
"","","butterfield","Mr. Butterfield","                                  <all>\n\u001a\n</pre></body></html>"
